0.0	0.0	0.0	0.0	9.98	2.58	6.09	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	2.26	6.47	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	2.0	6.75	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	1.81	6.95	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	1.67	7.07	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	1.55	7.24	0.0	0.0	0.0	0.0	1.71	
0.0	0.0	0.0	0.0	9.98	1.86	6.9	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	9.98	1.98	6.76	0.0	0.0	0.0	0.0	1.7	
0.0	0.0	0.0	0.0	10.0	2.8	1.16	0.0	0.0	0.0	0.0	1.27	
0.0	0.0	0.0	0.0	10.0	2.48	0.7	0.0	0.0	0.0	0.0	1.2	
0.0	0.0	0.0	0.0	10.0	2.24	0.55	0.0	0.0	0.0	0.0	1.16	
0.0	0.0	0.0	0.0	10.0	2.07	0.49	0.0	0.0	0.0	0.0	1.14	
0.0	0.0	0.0	0.0	10.0	1.94	0.47	0.0	0.0	0.0	0.0	1.13	
0.0	0.0	0.0	0.0	10.0	1.85	0.53	0.0	0.0	0.0	0.0	1.13	
0.0	0.0	0.0	0.0	10.0	2.12	0.55	0.0	0.0	0.0	0.0	1.15	
0.0	0.0	0.0	0.0	10.0	2.23	0.65	0.0	0.0	0.0	0.0	1.17	
0.0	0.0	0.0	0.0	3.28	9.02	8.31	0.0	0.0	0.0	0.0	1.87	
0.0	0.0	0.0	0.0	3.28	9.05	8.79	0.0	0.0	0.0	0.0	1.92	
0.0	0.0	0.0	0.0	3.28	9.06	9.0	0.0	0.0	0.0	0.0	1.94	
0.0	0.0	0.0	0.0	3.28	9.05	9.14	0.0	0.0	0.0	0.0	1.95	
0.0	0.0	0.0	0.0	3.27	9.05	9.26	0.0	0.0	0.0	0.0	1.96	
0.0	0.0	0.0	0.0	3.28	9.04	9.35	0.0	0.0	0.0	0.0	1.97	
0.0	0.0	0.0	0.0	3.28	9.05	9.11	0.0	0.0	0.0	0.0	1.95	
0.0	0.0	0.0	0.0	3.28	9.04	8.98	0.0	0.0	0.0	0.0	1.94	
